# Data file generated by gp_save.m
# 
2.14	-0.78629	0.87423	2.9264	3.8981
2.15	-0.77051	0.85156	2.9207	3.9037
2.16	-0.75425	0.82875	2.9149	3.9091
2.17	-0.73751	0.80581	2.9088	3.9143
2.18	-0.72031	0.78275	2.9026	3.9194
2.19	-0.70265	0.75956	2.8961	3.9244
2.2	-0.68455	0.73625	2.8895	3.9291
2.21	-0.66601	0.71282	2.8826	3.9338
2.22	-0.64706	0.68929	2.8756	3.9383
2.23	-0.62769	0.66564	2.8683	3.9426
2.24	-0.60793	0.64189	2.8608	3.9467
2.25	-0.58779	0.61803	2.8532	3.9508
2.26	-0.56727	0.59408	2.8453	3.9546
2.27	-0.54639	0.57004	2.8372	3.9583
2.28	-0.52517	0.5459	2.829	3.9618
2.29	-0.50362	0.52168	2.8205	3.9652
2.3	-0.48175	0.49738	2.8118	3.9685
2.31	-0.45958	0.473	2.803	3.9715
2.32	-0.43712	0.44854	2.7939	3.9744
2.33	-0.41438	0.42401	2.7847	3.9772
2.34	-0.39137	0.39942	2.7752	3.9798
2.35	-0.36812	0.37476	2.7656	3.9822
2.36	-0.34464	0.35005	2.7558	3.9845
2.37	-0.32094	0.32527	2.7457	3.9867
2.38	-0.29704	0.30045	2.7355	3.9886
2.39	-0.27295	0.27558	2.7251	3.9905
2.4	-0.24869	0.25067	2.7145	3.9921
2.41	-0.22427	0.22571	2.7037	3.9936
2.42	-0.19971	0.20072	2.6927	3.9949
2.43	-0.17502	0.1757	2.6815	3.9961
2.44	-0.15023	0.15065	2.6702	3.9972
2.45	-0.12533	0.12558	2.6586	3.998
2.46	-0.10036	0.10049	2.6469	3.9987
2.47	-0.075327	0.07538	2.635	3.9993
2.48	-0.050244	0.05026	2.6228	3.9997
2.49	-0.02513	0.025132	2.6106	3.9999
2.5	-2.4493e-16	2.4493e-16	2.5981	4
2.51	0.02513	-0.025132	2.5854	3.9999
2.52	0.050244	-0.05026	2.5726	3.9997
2.53	0.075327	-0.07538	2.5596	3.9993
2.54	0.10036	-0.10049	2.5464	3.9987
2.55	0.12533	-0.12558	2.533	3.998
2.56	0.15023	-0.15065	2.5194	3.9972
2.57	0.17502	-0.1757	2.5057	3.9961
2.58	0.19971	-0.20072	2.4918	3.9949
2.59	0.22427	-0.22571	2.4777	3.9936
2.6	0.24869	-0.25067	2.4634	3.9921
2.61	0.27295	-0.27558	2.449	3.9905
2.62	0.29704	-0.30045	2.4344	3.9886
2.63	0.32094	-0.32527	2.4196	3.9867
2.64	0.34464	-0.35005	2.4047	3.9845
2.65	0.36812	-0.37476	2.3896	3.9822
2.66	0.39137	-0.39942	2.3743	3.9798
2.67	0.41438	-0.42401	2.3589	3.9772
2.68	0.43712	-0.44854	2.3433	3.9744
2.69	0.45958	-0.473	2.3275	3.9715
2.7	0.48175	-0.49738	2.3115	3.9685
2.71	0.50362	-0.52168	2.2954	3.9652
2.72	0.52517	-0.5459	2.2792	3.9618
2.73	0.54639	-0.57004	2.2628	3.9583
2.74	0.56727	-0.59408	2.2462	3.9546
2.75	0.58779	-0.61803	2.2294	3.9508
2.76	0.60793	-0.64189	2.2125	3.9467
2.77	0.62769	-0.66564	2.1955	3.9426
2.78	0.64706	-0.68929	2.1783	3.9383
2.79	0.66601	-0.71282	2.1609	3.9338
2.8	0.68455	-0.73625	2.1434	3.9291
2.81	0.70265	-0.75956	2.1258	3.9244
2.82	0.72031	-0.78275	2.1079	3.9194
2.83	0.73751	-0.80581	2.09	3.9143
2.84	0.75425	-0.82875	2.0719	3.9091
2.85	0.77051	-0.85156	2.0536	3.9037
2.86	0.78629	-0.87423	2.0352	3.8981
2.87	0.80157	-0.89677	2.0167	3.8924
2.88	0.81634	-0.91916	1.998	3.8865
2.89	0.8306	-0.94141	1.9792	3.8805
2.9	0.84433	-0.96351	1.9603	3.8743
2.91	0.85753	-0.98545	1.9412	3.868
2.92	0.87018	-1.0072	1.9219	3.8615
2.93	0.88229	-1.0289	1.9026	3.8549
2.94	0.89384	-1.0503	1.8831	3.8481
2.95	0.90483	-1.0717	1.8634	3.8412
2.96	0.91524	-1.0928	1.8437	3.8341
2.97	0.92508	-1.1138	1.8238	3.8268
2.98	0.93433	-1.1345	1.8038	3.8195
2.99	0.94299	-1.1551	1.7836	3.8119
3	0.95106	-1.1756	1.7634	3.8042
3.01	0.95852	-1.1958	1.743	3.7964
3.02	0.96538	-1.2159	1.7224	3.7884
3.03	0.97163	-1.2357	1.7018	3.7803
3.04	0.97727	-1.2554	1.681	3.772
3.05	0.98229	-1.2748	1.6602	3.7635
3.06	0.98669	-1.2941	1.6392	3.7549
3.07	0.99046	-1.3132	1.6181	3.7462
3.08	0.99361	-1.332	1.5969	3.7373
3.09	0.99613	-1.3507	1.5755	3.7283
3.1	0.99803	-1.3691	1.5541	3.7191
3.11	0.99929	-1.3873	1.5325	3.7098
3.12	0.99992	-1.4053	1.5109	3.7003
3.13	0.99992	-1.4231	1.4891	3.6907
3.14	0.99929	-1.4406	1.4672	3.6809
3.15	0.99803	-1.4579	1.4453	3.671
3.16	0.99613	-1.475	1.4232	3.661
3.17	0.99361	-1.4919	1.401	3.6508
3.18	0.99046	-1.5085	1.3787	3.6404
3.19	0.98669	-1.5249	1.3564	3.6299
3.2	0.98229	-1.541	1.3339	3.6193
3.21	0.97727	-1.5569	1.3113	3.6085
3.22	0.97163	-1.5726	1.2887	3.5976
3.23	0.96538	-1.588	1.266	3.5866
3.24	0.95852	-1.6031	1.2431	3.5754
3.25	0.95106	-1.618	1.2202	3.564
3.26	0.94299	-1.6327	1.1972	3.5525
3.27	0.93433	-1.6471	1.1741	3.5409
3.28	0.92508	-1.6612	1.151	3.5292
3.29	0.91524	-1.6751	1.1277	3.5173
3.3	0.90483	-1.6887	1.1044	3.5052
3.31	0.89384	-1.702	1.081	3.493
3.32	0.88229	-1.7151	1.0575	3.4807
3.33	0.87018	-1.7278	1.0339	3.4683
3.34	0.85753	-1.7404	1.0103	3.4557
3.35	0.84433	-1.7526	0.9866	3.443
3.36	0.8306	-1.7646	0.96283	3.4301
3.37	0.81634	-1.7763	0.93899	3.4171
3.38	0.80157	-1.7877	0.91509	3.404
3.39	0.78629	-1.7988	0.89112	3.3907
3.4	0.77051	-1.8097	0.8671	3.3773
3.41	0.75425	-1.8202	0.84301	3.3638
3.42	0.73751	-1.8305	0.81886	3.3501
3.43	0.72031	-1.8405	0.79465	3.3363
3.44	0.70265	-1.8502	0.77039	3.3224
3.45	0.68455	-1.8596	0.74607	3.3083
3.46	0.66601	-1.8687	0.7217	3.2941
3.47	0.64706	-1.8775	0.69728	3.2798
3.48	0.62769	-1.886	0.67281	3.2654
3.49	0.60793	-1.8942	0.6483	3.2508
3.5	0.58779	-1.9021	0.62374	3.2361
3.51	0.56727	-1.9097	0.59913	3.2212
3.52	0.54639	-1.917	0.57448	3.2063
3.53	0.52517	-1.9241	0.5498	3.1912
3.54	0.50362	-1.9308	0.52507	3.176
3.55	0.48175	-1.9372	0.50031	3.1606
3.56	0.45958	-1.9433	0.47551	3.1452
3.57	0.43712	-1.9491	0.45068	3.1296
3.58	0.41438	-1.9545	0.42581	3.1138
3.59	0.39137	-1.9597	0.40092	3.098
3.6	0.36812	-1.9646	0.376	3.0821
3.61	0.34464	-1.9691	0.35105	3.066
3.62	0.32094	-1.9734	0.32608	3.0498
3.63	0.29704	-1.9773	0.30109	3.0334
3.64	0.27295	-1.9809	0.27607	3.017
3.65	0.24869	-1.9842	0.25103	3.0004
3.66	0.22427	-1.9872	0.22598	2.9838
3.67	0.19971	-1.9899	0.20091	2.967
3.68	0.17502	-1.9923	0.17583	2.9501
3.69	0.15023	-1.9943	0.15073	2.933
3.7	0.12533	-1.9961	0.12563	2.9159
3.71	0.10036	-1.9975	0.10051	2.8986
3.72	0.075327	-1.9986	0.07539	2.8812
3.73	0.050244	-1.9994	0.050263	2.8637
3.74	0.02513	-1.9998	0.025132	2.8461
3.75	3.6739e-16	-2	3.6739e-16	2.8284
3.76	-0.02513	-1.9998	-0.025132	2.8106
3.77	-0.050244	-1.9994	-0.050263	2.7927
3.78	-0.075327	-1.9986	-0.07539	2.7746
3.79	-0.10036	-1.9975	-0.10051	2.7565
3.8	-0.12533	-1.9961	-0.12563	2.7382
3.81	-0.15023	-1.9943	-0.15073	2.7198
3.82	-0.17502	-1.9923	-0.17583	2.7013
3.83	-0.19971	-1.9899	-0.20091	2.6827
3.84	-0.22427	-1.9872	-0.22598	2.664
3.85	-0.24869	-1.9842	-0.25103	2.6452
3.86	-0.27295	-1.9809	-0.27607	2.6263
3.87	-0.29704	-1.9773	-0.30109	2.6073
3.88	-0.32094	-1.9734	-0.32608	2.5882
3.89	-0.34464	-1.9691	-0.35105	2.569
3.9	-0.36812	-1.9646	-0.376	2.5497
3.91	-0.39137	-1.9597	-0.40092	2.5303
3.92	-0.41438	-1.9545	-0.42581	2.5108
3.93	-0.43712	-1.9491	-0.45068	2.4912
3.94	-0.45958	-1.9433	-0.47551	2.4714
3.95	-0.48175	-1.9372	-0.50031	2.4516
3.96	-0.50362	-1.9308	-0.52507	2.4317
3.97	-0.52517	-1.9241	-0.5498	2.4117
3.98	-0.54639	-1.917	-0.57448	2.3916
3.99	-0.56727	-1.9097	-0.59913	2.3714
4	-0.58779	-1.9021	-0.62374	2.3511
4.01	-0.60793	-1.8942	-0.6483	2.3308
4.02	-0.62769	-1.886	-0.67281	2.3103
4.03	-0.64706	-1.8775	-0.69728	2.2897
4.04	-0.66601	-1.8687	-0.7217	2.2691
4.05	-0.68455	-1.8596	-0.74607	2.2483
4.06	-0.70265	-1.8502	-0.77039	2.2275
4.07	-0.72031	-1.8405	-0.79465	2.2066
4.08	-0.73751	-1.8305	-0.81886	2.1856
4.09	-0.75425	-1.8202	-0.84301	2.1645
4.1	-0.77051	-1.8097	-0.8671	2.1433
4.11	-0.78629	-1.7988	-0.89112	2.122
4.12	-0.80157	-1.7877	-0.91509	2.1007
4.13	-0.81634	-1.7763	-0.93899	2.0793
4.14	-0.8306	-1.7646	-0.96283	2.0578
4.15	-0.84433	-1.7526	-0.9866	2.0362
4.16	-0.85753	-1.7404	-1.0103	2.0145
4.17	-0.87018	-1.7278	-1.0339	1.9927
4.18	-0.88229	-1.7151	-1.0575	1.9709
4.19	-0.89384	-1.702	-1.081	1.949
4.2	-0.90483	-1.6887	-1.1044	1.927
4.21	-0.91524	-1.6751	-1.1277	1.905
4.22	-0.92508	-1.6612	-1.151	1.8828
4.23	-0.93433	-1.6471	-1.1741	1.8606
4.24	-0.94299	-1.6327	-1.1972	1.8383
4.25	-0.95106	-1.618	-1.2202	1.816
4.26	-0.95852	-1.6031	-1.2431	1.7935
4.27	-0.96538	-1.588	-1.266	1.771
4.28	-0.97163	-1.5726	-1.2887	1.7485
4.29	-0.97727	-1.5569	-1.3113	1.7258
4.3	-0.98229	-1.541	-1.3339	1.7031
4.31	-0.98669	-1.5249	-1.3564	1.6803
4.32	-0.99046	-1.5085	-1.3787	1.6575
4.33	-0.99361	-1.4919	-1.401	1.6346
4.34	-0.99613	-1.475	-1.4232	1.6116
4.35	-0.99803	-1.4579	-1.4453	1.5886
4.36	-0.99929	-1.4406	-1.4672	1.5655
4.37	-0.99992	-1.4231	-1.4891	1.5423
4.38	-0.99992	-1.4053	-1.5109	1.5191
4.39	-0.99929	-1.3873	-1.5325	1.4958
4.4	-0.99803	-1.3691	-1.5541	1.4725
4.41	-0.99613	-1.3507	-1.5755	1.4491
4.42	-0.99361	-1.332	-1.5969	1.4256
4.43	-0.99046	-1.3132	-1.6181	1.4021
4.44	-0.98669	-1.2941	-1.6392	1.3786
4.45	-0.98229	-1.2748	-1.6602	1.355
4.46	-0.97727	-1.2554	-1.681	1.3313
4.47	-0.97163	-1.2357	-1.7018	1.3076
4.48	-0.96538	-1.2159	-1.7224	1.2838
4.49	-0.95852	-1.1958	-1.743	1.2599
4.5	-0.95106	-1.1756	-1.7634	1.2361
4.51	-0.94299	-1.1551	-1.7836	1.2121
4.52	-0.93433	-1.1345	-1.8038	1.1882
4.53	-0.92508	-1.1138	-1.8238	1.1641
4.54	-0.91524	-1.0928	-1.8437	1.1401
4.55	-0.90483	-1.0717	-1.8634	1.116
4.56	-0.89384	-1.0503	-1.8831	1.0918
4.57	-0.88229	-1.0289	-1.9026	1.0676
4.58	-0.87018	-1.0072	-1.9219	1.0434
4.59	-0.85753	-0.98545	-1.9412	1.0191
4.6	-0.84433	-0.96351	-1.9603	0.99476
4.61	-0.8306	-0.94141	-1.9792	0.9704
4.62	-0.81634	-0.91916	-1.998	0.946
4.63	-0.80157	-0.89677	-2.0167	0.92156
4.64	-0.78629	-0.87423	-2.0352	0.89708
4.65	-0.77051	-0.85156	-2.0536	0.87257
4.66	-0.75425	-0.82875	-2.0719	0.84803
4.67	-0.73751	-0.80581	-2.09	0.82345
4.68	-0.72031	-0.78275	-2.1079	0.79884
4.69	-0.70265	-0.75956	-2.1258	0.7742
4.7	-0.68455	-0.73625	-2.1434	0.74953
4.71	-0.66601	-0.71282	-2.1609	0.72482
4.72	-0.64706	-0.68929	-2.1783	0.70009
4.73	-0.62769	-0.66564	-2.1955	0.67533
4.74	-0.60793	-0.64189	-2.2125	0.65055
4.75	-0.58779	-0.61803	-2.2294	0.62574
4.76	-0.56727	-0.59408	-2.2462	0.6009
4.77	-0.54639	-0.57004	-2.2628	0.57604
4.78	-0.52517	-0.5459	-2.2792	0.55116
4.79	-0.50362	-0.52168	-2.2954	0.52626
4.8	-0.48175	-0.49738	-2.3115	0.50133
4.81	-0.45958	-0.473	-2.3275	0.47639
4.82	-0.43712	-0.44854	-2.3433	0.45143
4.83	-0.41438	-0.42401	-2.3589	0.42644
4.84	-0.39137	-0.39942	-2.3743	0.40145
4.85	-0.36812	-0.37476	-2.3896	0.37643
4.86	-0.34464	-0.35005	-2.4047	0.3514
4.87	-0.32094	-0.32527	-2.4196	0.32636
4.88	-0.29704	-0.30045	-2.4344	0.30131
4.89	-0.27295	-0.27558	-2.449	0.27624
4.9	-0.24869	-0.25067	-2.4634	0.25116
4.91	-0.22427	-0.22571	-2.4777	0.22607
4.92	-0.19971	-0.20072	-2.4918	0.20098
4.93	-0.17502	-0.1757	-2.5057	0.17587
4.94	-0.15023	-0.15065	-2.5194	0.15076
4.95	-0.12533	-0.12558	-2.533	0.12564
4.96	-0.10036	-0.10049	-2.5464	0.10052
4.97	-0.075327	-0.07538	-2.5596	0.075394
4.98	-0.050244	-0.05026	-2.5726	0.050264
4.99	-0.02513	-0.025132	-2.5854	0.025133
5	-4.8986e-16	-4.8986e-16	-2.5981	4.8986e-16
5.01	0.02513	0.025132	-2.6106	-0.025133
5.02	0.050244	0.05026	-2.6228	-0.050264
5.03	0.075327	0.07538	-2.635	-0.075394
5.04	0.10036	0.10049	-2.6469	-0.10052
5.05	0.12533	0.12558	-2.6586	-0.12564
5.06	0.15023	0.15065	-2.6702	-0.15076
5.07	0.17502	0.1757	-2.6815	-0.17587
5.08	0.19971	0.20072	-2.6927	-0.20098
5.09	0.22427	0.22571	-2.7037	-0.22607
5.1	0.24869	0.25067	-2.7145	-0.25116
5.11	0.27295	0.27558	-2.7251	-0.27624
5.12	0.29704	0.30045	-2.7355	-0.30131
5.13	0.32094	0.32527	-2.7457	-0.32636
5.14	0.34464	0.35005	-2.7558	-0.3514
5.15	0.36812	0.37476	-2.7656	-0.37643
5.16	0.39137	0.39942	-2.7752	-0.40145
5.17	0.41438	0.42401	-2.7847	-0.42644
5.18	0.43712	0.44854	-2.7939	-0.45143
5.19	0.45958	0.473	-2.803	-0.47639
5.2	0.48175	0.49738	-2.8118	-0.50133
5.21	0.50362	0.52168	-2.8205	-0.52626
5.22	0.52517	0.5459	-2.829	-0.55116
5.23	0.54639	0.57004	-2.8372	-0.57604
5.24	0.56727	0.59408	-2.8453	-0.6009
5.25	0.58779	0.61803	-2.8532	-0.62574
5.26	0.60793	0.64189	-2.8608	-0.65055
5.27	0.62769	0.66564	-2.8683	-0.67533
5.28	0.64706	0.68929	-2.8756	-0.70009
5.29	0.66601	0.71282	-2.8826	-0.72482
5.3	0.68455	0.73625	-2.8895	-0.74953
5.31	0.70265	0.75956	-2.8961	-0.7742
5.32	0.72031	0.78275	-2.9026	-0.79884
5.33	0.73751	0.80581	-2.9088	-0.82345
5.34	0.75425	0.82875	-2.9149	-0.84803
5.35	0.77051	0.85156	-2.9207	-0.87257
5.36	0.78629	0.87423	-2.9264	-0.89708
5.37	0.80157	0.89677	-2.9318	-0.92156
5.38	0.81634	0.91916	-2.937	-0.946
5.39	0.8306	0.94141	-2.942	-0.9704
5.4	0.84433	0.96351	-2.9469	-0.99476
5.41	0.85753	0.98545	-2.9515	-1.0191
5.42	0.87018	1.0072	-2.9559	-1.0434
5.43	0.88229	1.0289	-2.9601	-1.0676
5.44	0.89384	1.0503	-2.964	-1.0918
5.45	0.90483	1.0717	-2.9678	-1.116
5.46	0.91524	1.0928	-2.9714	-1.1401
5.47	0.92508	1.1138	-2.9747	-1.1641
5.48	0.93433	1.1345	-2.9779	-1.1882
5.49	0.94299	1.1551	-2.9808	-1.2121
5.5	0.95106	1.1756	-2.9836	-1.2361
5.51	0.95852	1.1958	-2.9861	-1.2599
5.52	0.96538	1.2159	-2.9884	-1.2838
5.53	0.97163	1.2357	-2.9905	-1.3076
5.54	0.97727	1.2554	-2.9924	-1.3313
5.55	0.98229	1.2748	-2.9941	-1.355
5.56	0.98669	1.2941	-2.9956	-1.3786
